,ID,Name,Brand,Colour,Catagories,Price
3388,20495,VELVET BACKLESS COORD,Found & Curated Vintage,black,"dresses, Wool-Cashmere, Checked, Loose, Smart, Formal, Seasonal, 3/4 Sleeves, White, Black",38
3389,20605,The Roxy Dress,Realisation Par,black,"dresses, Lace, Smart, Formal, Summer, Seasonal, mini, Sleeveless, V-Necks, A-Line, Monochrome, Black",36
3390,20609,Izzy Midi Dress Ditsy Bunch ,RIXO,black,"dresses, cotton, Wrap, regular-fit, Loose, Smart Casual, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, White, Black",37
3391,20517,Josephine Dress,WRAY,black,"dresses, Smart, Formal, Winter, Summer, Seasonal, midi, Sleeveless, Cowl Neck, Crew Neck, Metallic, Monochrome, Black",43
3392,20469,Sesame Playsuit,Three Floor,black,"dresses, Lace, Floral, Formal, Summer, Short Sleeve, Crew Neck, A-Line, Monochrome, Black",44
3393,20391,Velvet Cupid dress,Miscreants London,black,"dresses, Smart, Winter, midi, Long Sleeve, Monochrome, Black",39
3394,19603,Ruffo Dress,Maje,black,"dresses, Wool-Cashmere, Ruffled, Winter, midi, Long Sleeve, Monochrome, Black",45
3395,20053,Roxy Maxi ,Solace London,black,"dresses, Bodycon, Smart, Formal, Winter, Summer, Seasonal, midi, Maxi, Sleeveless, Pencil, Monochrome, Black",44
3396,20010,Ashaki dress,Baum und Pferdgarten,black,"dresses, Polka Dot, midi, 3/4 Sleeves, Short Sleeve, Off The Shoulder, A-Line, White, Black",42
3397,19604,Rocketa Dress,Maje,black,"dresses, Wool-Cashmere, Smart Casual, Smart, Winter, mini, Long Sleeve, Turtleneck (Polo-Neck), Monochrome",40
3398,20291,The Inez Dress,Realisation Par,black,"dresses, Summer, midi, Spaghetti Straps, Scoop Neck, A-Line, Black",37
3399,20256,Cecilie Dress,Saylor,black,"dresses, Bodycon, Formal, Winter, Summer, Seasonal, midi, Maxi, 3/4 Sleeves, Pencil, Monochrome, Black",43
3400,20196,SEQUINNED FLORAL DRESS,Uterqüe,black,"dresses, Floral, Smart, Formal, Seasonal, midi, 3/4 Sleeves, Pencil, True Red, Black",44
3401,20119,Goldie Dress,Realisation Par,black,"dresses, cotton, Wrap, regular-fit, Smart Casual, Seasonal, mini, 3/4 Sleeves, V-Necks, A-Line, White, Black",40
3402,19952,Sharon Dress,Sau Lee,black,"dresses, Leather-Faux Leather, Bodycon, Smart, Winter, Seasonal, midi, Sleeveless, Monochrome, Black",44
3403,19475,Pleated Short Sleeved V-neck,The Kooples,black,"dresses, cotton, Wrap, regular-fit, Loose, Smart, Summer, mini, Short Sleeve, V-Necks, A-Line, Monochrome, Black",40
3404,19967,Marcela Dress ,Paloma Wool,black,"dresses, Wool-Cashmere, Horizontal Stripe, Smart, Winter, midi, Long Sleeve, Black",36
3405,19975,Espen Dress ,Simon Miller,black,"dresses, Wool-Cashmere, Smart, Winter, midi, Long Sleeve, Turtleneck (Polo-Neck), Monochrome, Black",36
3406,19971,Darsha Midi Dress,Faithfull The Brand,black,"dresses, Floral, Loose, Smart Casual, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, A-Line, Black",36
3407,19813,Tia Dress,Amanda Uprichard,black,"dresses, Smart, Winter, Summer, Seasonal, mini, midi, Off The Shoulder, Pencil, Monochrome, Black",42
3408,19913,Gathered Stretch-Jersey Midi,Self-Portrait,black,"dresses, cotton, Smart Casual, Smart, midi, Long Sleeve, Cowl Neck, Off The Shoulder, Monochrome, Black",45
3409,19490,Selena Dress,Rat & Boa,black,"dresses, Formal, Summer, Seasonal, Maxi, Scoop Neck, Metallic, Monochrome, Black",45
3410,19414,Strapless Dress,Self-Portrait,black,"dresses, Horizontal Stripe, Bodycon, Formal, Summer, midi, Sleeveless, Monochrome, Black",38
3411,19850,Siren Racerback Velvet Dress,Kai Collective,black,"Winter, Summer, Seasonal, Sleeveless, Crew Neck, Metallic, Monochrome, Black, dresses, Bodycon, Formal, Maxi",41
3412,19549,Seersucker gingham check midi,Ganni,black,"dresses, cotton, Loose, Formal, Summer, midi, Short Sleeve, A-Line, Monochrome",39
3413,19458,Azaelea Dress,Self-Portrait,black,"dresses, Formal, Summer, midi, Spaghetti Straps, V-Necks, A-Line, Black",43
3414,19411,Shell Midi Dress,RIXO,black,"dresses, cotton, Synthetics, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, White, Black",40
3415,19350,Stripe Sequin Midi Dress,Self-Portrait,black,"dresses, Tie-Front, Formal, Summer, midi, Sleeveless, V-Necks, A-Line, Black",45
3416,19389,Rainey CNY Dress,Realisation Par,black,"dresses, Floral, Large Print, Smart, Winter, Seasonal, mini, Long Sleeve, Crew Neck, Monochrome, Black",39
3417,19324,Cutwork layered dress ,Self-Portrait,black,"dresses, Bodycon, Smart, mini, midi, Short Sleeve, Crew Neck, Off The Shoulder, White, Black",44
3418,19096,Knit ribbed cutout dress,Self-Portrait,black,"dresses, cotton, Tube, Bodycon, Smart, Winter, Seasonal, midi, Pencil, Monochrome, Black",41
3419,19230,Paloma Dress Gold Star,Molby the Label,black,"Embellished-Formal, Summer, Seasonal, Sleeveless, A-Line, Metallic, White, Black, dresses, Maxi",40
3420,19056,Velvet One Shoulder Mini Dress,Self-Portrait,black,"dresses, Bodycon, Smart, Formal, Winter, Seasonal, mini, Off The Shoulder, Pencil, Monochrome, Black",40
3421,19057,Brenda ditsy floral,RIXO,black,"dresses, regular-fit, Casual, Smart Casual, Summer, Seasonal, Micro, 3/4 Sleeves, Off The Shoulder, A-Line, Black",40
3422,18434,Danica floral-print midi ,Mother Of Pearl,black,"dresses, Floral, Loose, Smart Casual, Smart, Summer, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, Black",40
3423,18993,LEILA BLACK MESH CORSET DRESS,House of CB,black,"cotton, Smart, Summer, Seasonal, Off The Shoulder, Monochrome, Black, dresses, Skinny-Fit, Bodycon, midi, Pencil",39
3424,19050,Black daisy Kristen rixo 8,RIXO,black,"dresses, Floral, regular-fit, Loose, Smart Casual, Seasonal, midi, Maxi, 3/4 Sleeves, Short Sleeve, V-Necks, A-Line, Black",44
3425,6523,Vivianne Dress,Reformation,black,"dresses, Floral, regular-fit, Smart Casual, Seasonal, mini, Long Sleeve, A-Line, Black",40
3426,11105,Faith Dress,Reformation,black,"dresses, Floral, Smart Casual, Summer, Seasonal, mini, Crew Neck, A-Line, Black",36
3427,1861,The Lottie Dress,Reformation,black,"dresses, Floral, Wrap, Loose, Summer, Seasonal, midi, Short Sleeve, V-Necks, A-Line, White, Light Pink/Blush, Rose Gold",39
3428,15692,Natalia Dress | Oleander,Reformation,black,"dresses, Floral, Seasonal, midi, Long Sleeve, A-Line, Black",42
3429,18888,Ferreira Dress,Rat & Boa,black,"dresses, Smart, Summer, Seasonal, Bell Sleeve, Long Sleeve, V-Necks, Violet, Black",44
3430,18744,The Alba Rosalita ,Realisation Par,black,"dresses, Synthetics, Smart, Summer, midi, Spaghetti Straps, Pencil, White, Black",45
3431,18760,The Ivy in Posy,Realisation Par,black,"dresses, Floral, Bodycon, Formal, Summer, Seasonal, midi, Sleeveless, V-Necks, Black",45
3432,16903,Black Lace Dress,Sandro,black,"dresses, Wool-Cashmere, Lace, Winter, mini, Long Sleeve, V-Necks, A-Line, Monochrome, Navy, Black",40
3433,13475,Justina Dress,Reiss,black,"dresses, Loose, Smart, Formal, Winter, Seasonal, Long Sleeve, Monochrome, Black",39
3434,17559,Tweed Mini dress,Maje,black,"dresses, cotton, Checked, regular-fit, Smart Casual, Winter, mini, 3/4 Sleeves, Long Sleeve, White, Black",42
3435,18537,Smocked Dress,Ganni,black,"dresses, cotton, Horizontal Stripe, regular-fit, Summer, mini, midi, Short Sleeve, A-Line, White, Black",44
3436,18297,The Amber,Realisation Par,black,"dresses, Embellished-Formal, Formal, Winter, Summer, Seasonal, Maxi, Spaghetti Straps, V-Necks, Metallic, Monochrome, Black",43
3437,11922,CLARE - CHALK TULIP DOT,RIXO,black,"dresses, Floral, Summer, Seasonal, midi, Green, Black",45
3438,18025,Lisa silk dress,RIXO,black,"dresses, cotton, Floral, Loose, Smart Casual, Seasonal, 3/4 Sleeves, V-Necks, White, Black",36
3439,17706,Ferreira Dress,Rat & Boa,black,"dresses, Floral, Tie-Front, Smart, Summer, Seasonal, 3/4 Sleeves, V-Necks, Black",39
3440,14691,Kim Ruched button-embellished ,ROTATE BIRGER CHRISTENSEN,black,"dresses, Wool-Cashmere, Smart Casual, Winter, Seasonal, Long Sleeve, Turtleneck (Polo-Neck), Monochrome, Black",43
3441,14477,Polka Dot Mini,Faithfull The Brand,black,"dresses, cotton, Polka Dot, Wrap, regular-fit, Loose, Casual, Smart Casual, Summer, Seasonal, mini, Short Sleeve, V-Necks, White, Black",41
3442,14359,The Elm Georgette Dress,Ganni,black,"dresses, mini, loose-fit, Casual, Floral, Loose, Smart Casual, Summer, Seasonal, 3/4 Sleeves, Bell Sleeve, Crew Neck, A-Line, Black",38
3443,14293,Poplin Midi Dress,Self-Portrait,black,"dresses, midi, loose-fit, Casual, cotton, Loose, Formal, Summer, Seasonal, Sleeveless, A-Line, Monochrome, Black",43
3444,14285,Kachel Silk Wrap Dress,Anthropologie,black,"dresses, midi, loose-fit, smart-casual, Floral, Ruffled, Wrap, regular-fit, Loose, Smart Casual, Seasonal, V-Necks, A-Line, Black",40
3445,14135,Broderie-Anglaise Cotton Mini,Ganni,black,"dresses, mini, boxy, smart-casual, Wool-Cashmere, Casual, Winter, Long Sleeve, Button Down, Monochrome, Black",45
3446,14051,The Pheobe,Realisation Par,black,"dresses, Maxi, slim-fit, Casual, Synthetics, Floral, Smart, Formal, Summer, Seasonal, midi, Spaghetti Straps, Scoop Neck, Black",42
3447,13882,Check Seersucker Dress ,Ganni,black,"dresses, midi, regular-fit, Wrap, cotton, Checked, Loose, Smart, Winter, Seasonal, Long Sleeve, White, Black",39
3448,13662,Shirred Rose Print Dress,Ganni,black,"dresses, midi, oversized, Casual, cotton, Black, rose, print, Summer, strap, midaxi, ganni, Floral, pattern, dark, A-Line, Sky Blue",37
3449,13612,Black and white floral dress,Self-Portrait,black,"dresses, Loose, Smart, Formal, Summer, Seasonal, mini, 3/4 Sleeves, Bell Sleeve, A-Line, White, Black",36
3450,13570,The Lane Red Rose Dress,Cami NYC,black,"dresses, Floral, Wrap, regular-fit, Loose, Smart Casual, Summer, Seasonal, mini, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, Black",39
3451,13391,Milla Daisy Maxi Dress,Whistles,black,"dresses, Synthetics, Polka Dot, Summer, midi, Maxi, Spaghetti Straps, V-Necks, Navy",39
3452,13331,Asymmetric Gingham Wrap Dress,Ganni,black,"dresses, midi, regular-fit, Wrap, cotton, Checked, Smart, Winter, Summer, 3/4 Sleeves, Short Sleeve, V-Necks, White, Black",36
3453,13115,CHRISTABEL BELTED MINI DRESS,De La Vali,black,"dresses, cotton, regular-fit, Smart, Summer, Seasonal, mini, Sleeveless, Scoop Neck, A-Line, Monochrome, Black",37
3454,13033,floral-print V-neck midi dress,Ganni,black,"dresses, Floral, Loose, Smart Casual, Seasonal, midi, Long Sleeve, V-Necks, A-Line, Green, Khaki/Olive, Black",37
3455,13027,The Meadow Dress,Reformation,black,"dresses, cotton, Polka Dot, midi, Maxi, 3/4 Sleeves, Short Sleeve, Off The Shoulder, A-Line, White, Black",42
3456,17560,Black one shoulder dress,Sandro,black,"dresses, cotton, Ruffled, Smart, Summer, Seasonal, mini, Off The Shoulder, Monochrome, Black",40
3457,13137,Twilight Velvet Kimono Dress,Alexa Chung,black,"dresses, Tie-Front, Loose, Smart, Seasonal, Long Sleeve, V-Necks, Monochrome, Black",44
3458,16061,70s Crochet Dress,Vintage,black,"dresses, Wool-Cashmere, Horizontal Stripe, Smart, Summer, midi, Sleeveless, V-Necks, Green, Black",44
3459,17579,The Catarina Dress,Rat & Boa,black,"dresses, Synthetics, Formal, Summer, Seasonal, midi, Maxi, Spaghetti Straps, V-Necks, Black",43
3460,17514,Printed Smocked Maxi Dress,Ganni,black,"dresses, cotton, Loose, Smart Casual, midi, Long Sleeve, Crew Neck, A-Line, Black",42
3461,17576,The Magnolia Floral Dress,Rat & Boa,black,"dresses, Embellished-Formal, Lace, Formal, Winter, Summer, Seasonal, Maxi, Short Sleeve, Cowl Neck, Off The Shoulder, Black",39
3462,17577,The Gisele Maxi Dress,Rat & Boa,black,"dresses, Horizontal Stripe, Smart, Summer, Seasonal, midi, Maxi, Spaghetti Straps, Monochrome",36
3463,17391,The Paisley Dress,Self-Portrait,black,"dresses, Taffeta, Checked, Formal, Winter, Seasonal, midi, Maxi, Strapless, A-Line",45
3464,16962,Black mini dress,Alexander Wang,black,"dresses, cotton, Bodycon, Smart, Summer, mini, Scoop Neck, Monochrome, Black",45
3465,17144,Zinc Halterneck Midi Dress,Reiss,black,"dresses, Synthetics, Smart, Summer, Seasonal, midi, Short Sleeve, V-Necks, Monochrome, Black",39
3466,17264,Paradise Bay Maxi Dress,Bec & Bridge,black,"dresses, cotton, Loose, Smart, Seasonal, midi, 3/4 Sleeves, Long Sleeve, V-Necks, A-Line, Black",41
3467,5363,Marissa Maxi Dress,Rachel Zoe,black,"dresses, Formal, Summer, Seasonal, midi, Maxi, Spaghetti Straps, V-Necks, Monochrome, Black",38
3468,17034,The Violette Dress,Realisation Par,black,"dresses, cotton, Polka Dot, regular-fit, Loose, Seasonal, midi, 3/4 Sleeves, Long Sleeve, V-Necks, A-Line, White, Black",45
3469,12440,Alberte dress ,Faithfull The Brand,black,"dresses, Cotton-Jersey, Ruffled, Loose, Casual, Summer, midi, Short Sleeve, Crew Neck, A-Line, Monochrome, Black",42
3470,16995,Martha Mixed Tulip Spot Dress,RIXO,black,"dresses, Floral, Loose, Summer, Seasonal, midi, Maxi, 3/4 Sleeves, V-Necks, Green, Black",39
3471,16442,Black skater dress ,Maje,black,"dresses, Wool-Cashmere, Loose, Smart, Winter, mini, midi, Long Sleeve, Monochrome, Black",45
3472,16571,Mini Polka ,Bronx and Banco,black,"dresses, cotton, Floral, Polka Dot, Ruffled, regular-fit, Smart Casual, Smart, Seasonal, White, Black",41
3473,13370,Checked silk dress,Self-Portrait,black,"dresses, cotton, Checked, regular-fit, Summer, Seasonal, mini, Sleeveless, Crew Neck, Off The Shoulder, A-Line, Navy, White",42
3474,16747,Cosima 90s Mini Dress,Realisation Par,black,"dresses, cotton, Wrap, regular-fit, Seasonal, mini, 3/4 Sleeves, V-Necks, A-Line, White, Black",39
3475,16790,RIXO ,RIXO,black,"dresses, Floral, Large Print, Smart, Seasonal, midi, Short Sleeve, Crew Neck, Black",40
3476,16834,Stretch neoprene sheath dress,The Row,black,"dresses, cotton, Skinny-Fit, Bodycon, Summer, mini, midi, Sleeveless, Scoop Neck, Monochrome, Black",41
3477,5879,Camellia Under The Sea ,RIXO,black,"dresses, Cotton-Jersey, Floral, Loose, Smart, Seasonal, midi, Maxi, Long Sleeve, V-Necks, White, Black",45
3478,5709,Blossom Tree Mini Dress,RIXO,black,"dresses, Floral, regular-fit, Smart Casual, Smart, Seasonal, mini, 3/4 Sleeves, Bell Sleeve, Long Sleeve, V-Necks, Black",36
3479,5602,Lottie dress,RIXO,black,"dresses, Cotton-Jersey, Polka Dot, Casual, Summer, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, White, Black",40
3480,5574,Stella Dress Mini Star ,RIXO,black,"dresses, Wool-Cashmere, Smart, Winter, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, Long Sleeve, V-Necks, Black",45
3481,5210,Lottie Dress,RIXO,black,"dresses, Cotton-Jersey, Loose, Smart Casual, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, White, Black",45
3482,4884,Evie ruffled floral-print silk,RIXO,black,"dresses, Floral, regular-fit, Smart Casual, Summer, Seasonal, midi, Bell Sleeve, Short Sleeve, V-Necks, A-Line, Green, Black",36
3483,2393,The Lana,RIXO,black,"dresses, Formal, Summer, Seasonal, Maxi, Sleeveless, Monochrome, Black",42
3484,2163,Chrissy Dress,RIXO,black,"dresses, Cotton-Jersey, Floral, Loose, Smart Casual, Smart, Summer, Seasonal, Maxi, 3/4 Sleeves, Bell Sleeve, Green, Black",45
3485,2113,Valerie - Polka Dot,RIXO,black,"dresses, Cotton-Jersey, Polka Dot, Loose, Casual, Summer, midi, Sleeveless, A-Line, White, Black",36
3486,1822,Gabriele Dress,RIXO,black,"dresses, Floral, Smart, Seasonal, Maxi, 3/4 Sleeves, V-Necks, Black",45
3487,16716,Lacey Cherie Dress,Reformation,black,"dresses, cotton, Ruffled, Smart Casual, Summer, midi, 3/4 Sleeves, Short Sleeve, V-Necks, White, Black",44
3488,16632,Brenda Floral Mini Dress ,RIXO,black,"dresses, cotton, Floral, regular-fit, Smart Casual, Summer, Seasonal, Micro, mini, midi, 3/4 Sleeves, Off The Shoulder, A-Line, Black",43
3489,15353,Sabrina Halter Neck Lapel ,RIXO,black,"dresses, Loose, Formal, Summer, midi, Sleeveless, V-Necks, A-Line, Monochrome, Black",44
3490,14466,Maddisson Micro Garden Shirt Dress,RIXO,black,"dresses, Floral, regular-fit, Smart, Seasonal, midi, Maxi, 3/4 Sleeves, Turtleneck (Polo-Neck), Black",42
3491,16552,The Atlanta Dress,Sleeper,black,"dresses, cotton, Ruffled, Loose, Casual, Smart, Summer, midi, Monochrome, Black",44
3492,16500,Onyx top and vittoria skirt,Rat & Boa,black,"dresses, Synthetics, Tube, Formal, Summer, Seasonal, midi, Monochrome, Black",43
3493,12747,WINNIE TULIP ZEBRA NIGHT SKY ,RIXO,black,"dresses, Vinyl-PVC-Synthetics, regular-fit, Smart, Formal, Winter, Seasonal, midi, Black",43
3494,16319,Mira printed crepe midi wrap,ROTATE BIRGER CHRISTENSEN,black,"dresses, cotton, Synthetics, Wrap, Loose, Casual, Seasonal, Long Sleeve, V-Necks, White, Black",40
3495,16321,Effie Gathered Mini Dress,Mother Of Pearl,black,"dresses, Ruffled, Loose, Winter, Seasonal, mini, Bell Sleeve, Long Sleeve, Crew Neck, Monochrome, Black",43
3496,16339,Metallic Ganni Dress,Ganni,black,"dresses, regular-fit, Smart, Winter, Long Sleeve, Monochrome, Black",38
3497,16181,The Violette,Realisation Par,black,"dresses, cotton, Polka Dot, regular-fit, Loose, Seasonal, midi, 3/4 Sleeves, Long Sleeve, V-Necks, A-Line, White, Black",36
3498,14156,Printed Crepe Wrap Dress,Ganni,black,"dresses, midi, loose-fit, Wrap, Floral, regular-fit, Smart Casual, Smart, Summer, Seasonal, 3/4 Sleeves, Short Sleeve, V-Necks, A-Line, True Red, Black",45
3499,14147,Seersucker Check Mini Dress,Ganni,black,"dresses, mini, chunky, Casual, cotton, Checked, regular-fit, Loose, Smart Casual, Smart, Summer, Seasonal, 3/4 Sleeves, White, Black",39
3500,15991,Iggy,Realisation Par,black,"dresses, Synthetics, Polka Dot, Summer, Seasonal, midi, Maxi, Spaghetti Straps, V-Necks, Black",36
3501,16037,Rixo Twiggy silk dress ,RIXO,black,"dresses, cotton, Horizontal Stripe, Loose, Casual, Smart Casual, Smart, Summer, Seasonal, midi, V-Necks, White, Black",42
3502,15789,Black midi panel dress,Self-Portrait,black,"dresses, cotton, Mesh, Winter, Seasonal, midi, Monochrome, Black",41
3503,14784,Evie black sheer dress ,Self-Portrait,black,"dresses, Monogram, Smart, Seasonal, mini, Short Sleeve, Crew Neck, A-Line, Monochrome, Black",41
3504,15514,Chelsea black micro bunch ,RIXO,black,"dresses, cotton, Wrap, regular-fit, Seasonal, midi, 3/4 Sleeves, V-Necks, A-Line, White, Black",39
3505,1194,Rose Dress,RIXO,black,"dresses, Floral, Wrap, regular-fit, Smart, Seasonal, Maxi, 3/4 Sleeves, V-Necks, A-Line, White, Black",41
3506,13990,Vale Dress,Reformation,black,"dresses, midi, fitted, smart-casual, Wool-Cashmere, Checked, Horizontal Stripe, Tube, Smart, Winter, Summer, Spaghetti Straps, Metallic, Black",44
3507,15288,Karla midi slip dress,AllSaints,black,"Loose, Formal, Winter, Seasonal, midi, 3/4 Sleeves, V-Necks, Monochrome, Black",36
3508,14280,ELLE DAHLIA ,MIRAE,black,"dresses, midi, slim-fit, slip, Lace, Floral, Smart, Formal, Seasonal, Strapless, Turquoise, Green, Black",39
3509,15356,Ganni logo-print satin slip,Ganni,black,"dresses, Smart, Summer, Seasonal, Maxi, Spaghetti Straps, V-Necks, Metallic, Monochrome, Black",37
3510,14781,Laelia Cotton Mini Dress ,Staud,black,"dresses, cotton, Smart Casual, Smart, Summer, mini, midi, Short Sleeve, Off The Shoulder, A-Line, Monochrome, Black",45
3511,14755,Floral Print crepe wrap dress ,Ganni,black,"dresses, cotton, Floral, Wrap, Loose, Casual, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, White, Black",41
3512,9033,The Susanna Dress,Reformation,black,"dresses, Floral, Ruffled, Wrap, regular-fit, Loose, Smart Casual, Seasonal, mini, 3/4 Sleeves, Long Sleeve, V-Necks, A-Line, Black",41
3513,14800,Vika Dress,BA&SH,black,"dresses, cotton, Floral, regular-fit, Loose, Smart Casual, Smart, Summer, Micro, mini, midi, Short Sleeve, A-Line, Black",42
3514,15161,The Isidore Dress,Sézane,black,"dresses, cotton, regular-fit, Summer, midi, Short Sleeve, V-Necks, Monochrome, Black",42
3515,2399,Goldstone Floral Wrap Dress,Ganni,black,"dresses, Cotton-Jersey, Floral, Animal Print, Loose, Smart Casual, Smart, Summer, Seasonal, midi, 3/4 Sleeves, Short Sleeve, V-Necks, A-Line, Black",41
3516,8555,Clark Ruffle Trim Wrap Dress,Ganni,black,"dresses, Cotton-Jersey, Ruffled, Wrap, regular-fit, Smart, Summer, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, V-Necks, Monochrome, Black",36
3517,15125,Robe Volver,BA&SH,black,"dresses, Synthetics, Floral, Casual, Summer, midi, Spaghetti Straps, A-Line, Black",37
3518,12782,THE INEZ,Realisation Par,black,"dresses, Vinyl-PVC-Synthetics, Loose, Casual, Smart Casual, Smart, Summer, midi, Spaghetti Straps, Scoop Neck, Black",42
3519,12757,Atlanta dress,Sleeper,black,"dresses, Cotton-Jersey, Loose, Smart, Summer, mini, 3/4 Sleeves, A-Line, Monochrome, Black",39
3520,12741,Cata dress,SIR The Label,black,"dresses, Smart, Formal, Summer, Seasonal, midi, Spaghetti Straps, V-Necks, Pencil, Monochrome, Black",41
3521,12427,Snake dress,Stine Goya,black,"dresses, Animal Print, Loose, Smart, Seasonal, Long Sleeve, White",37
3522,12203,Baby Love Dress,Cro-Che,black,"dresses, Cotton-Jersey, Casual, Summer, Seasonal, mini, Sleeveless, Crew Neck, A-Line, Monochrome, Black",44
3523,12028,Rixo Gemma midi dress,RIXO,black,"dresses, Cotton-Jersey, Wrap, regular-fit, Casual, Summer, Seasonal, midi, 3/4 Sleeves, V-Necks, A-Line, Black",37
3524,12018,Requiem cut-out crepe dress,Sandro,black,"dresses, Wool-Cashmere, Winter, mini, midi, 3/4 Sleeves, Crew Neck, A-Line, Monochrome, Black",41
3525,12007,Rometty Georgette Midi Dress,Ganni,black,"dresses, Floral, Loose, Smart Casual, Seasonal, midi, 3/4 Sleeves, Bell Sleeve, Green, Black",36
3526,11915,Sasha,RIXO,black,"dresses, Cotton-Jersey, Wrap, regular-fit, Casual, Smart Casual, Summer, Seasonal, mini, 3/4 Sleeves, V-Necks, Navy, White",39
3527,11909,Atlanta dress,Sleeper,black,"dresses, Cotton-Jersey, Smart, Summer, mini, midi, Short Sleeve, Monochrome, Black",41
3528,11613,Floral button dress,RIXO,black,"dresses, Floral, Wrap, Loose, Smart Casual, Summer, Seasonal, midi, Maxi, 3/4 Sleeves, Bell Sleeve, V-Necks, A-Line, Black",43
3529,11493,Birdie dress,WRAY,black,"dresses, Cotton-Jersey, regular-fit, Smart, Seasonal, 3/4 Sleeves, Scoop Neck, White, Black",39
3530,11288,Cocomaya dress,Staud,black,"dresses, Smart, Seasonal, midi, Pencil, Metallic, Monochrome, Black",37
3531,11235,Yin Yang beaded dress,Staud,black,"dresses, Vinyl-PVC-Synthetics, Horizontal Stripe, Smart, Summer, Seasonal, midi, Scoop Neck, White, Black",43
3532,10930,Amaryllis Embellished Dress,Sandro,black,"dresses, Vinyl-PVC-Synthetics, Lace, regular-fit, Smart, Summer, Seasonal, mini, Sleeveless, V-Necks, A-Line, Monochrome, Black",40
3533,10880,Cut-out dress,Alexander Wang,black,"dresses, Cotton-Jersey, Tie-Front, Smart, Seasonal, midi, Long Sleeve, Crew Neck, Monochrome, Black",45
3534,10809,Andy star print silk dress,RIXO,black,"dresses, Cotton-Jersey, regular-fit, Smart Casual, Winter, Summer, Seasonal, mini, 3/4 Sleeves, Bell Sleeve, Navy, Black",41
3535,10753,Dida Dress,Stine Goya,black,"dresses, Vinyl-PVC-Synthetics, Smart Casual, Smart, Winter, Seasonal, Long Sleeve, Monochrome, Black",41
3536,10085,Clark Fluted Crepe Dress,Ganni,black,"dresses, Cotton-Jersey, Loose, Smart Casual, Smart, Summer, mini, midi, 3/4 Sleeves, Short Sleeve, Crew Neck, A-Line, Monochrome, Black",36
3537,10020,Black Peplum Dress ,DKNY,black,"Vinyl-PVC-Synthetics, Wool-Cashmere, Loose, Smart, Summer, Seasonal, Sleeveless, Crew Neck, Monochrome, Black, dresses, midi",36
3538,9920,Floral Embellished Dress,GIAMBATTISTA VALLI x H&M,black,"dresses, Cotton-Jersey, Embellished-Formal, Floral, Smart, Formal, Summer, Seasonal, midi, Sleeveless, Black",37
3539,9912,Crochet Scallop Mini Dress,Self-Portrait,black,"dresses, Mesh, Checked, Skinny-Fit, Summer, mini, Short Sleeve, Off The Shoulder, White, Black",39
3540,9705,Ardour gown,Keepsake The Label,black,"Formal, Winter, Summer, Seasonal, Maxi, Strapless, Monochrome, Black",41
3541,9531,Linen Tie Dress,Sandro,black,"dresses, Cotton-Jersey, regular-fit, Casual, Smart, Summer, Seasonal, midi, Short Sleeve, V-Necks, Monochrome, Black",37
3542,9423,Reversible Weaved Short Dress,Maje,black,"dresses, Winter, Summer, mini, Sleeveless, A-Line, Monochrome, Black",45
3543,9315,Printed Crepe Wrap Dress,Ganni,black,"dresses, Cotton-Jersey, Floral, Loose, Smart Casual, Smart, Seasonal, midi, Maxi, Long Sleeve, Black",44
3544,9303,ZADIE DRESS,RIXO,black,"dresses, Vinyl-PVC-Synthetics, Floral, Wrap, Loose, Smart Casual, Smart, Seasonal, midi, Maxi, 3/4 Sleeves, Bell Sleeve, Short Sleeve, V-Necks, A-Line, Khaki/Olive, Black",41
3545,9151,The Owens,Realisation Par,black,"dresses, Cotton-Jersey, Tie-Front, regular-fit, Smart, Winter, midi, Long Sleeve, Monochrome, Black",43
3546,8962,The Mason Midi Dress,Self-Portrait,black,"dresses, Lace, Bodycon, Formal, Summer, Seasonal, Maxi, Short Sleeve, V-Necks, Monochrome, Black",41
3547,8956,Crepe mini dress,Reformation,black,"dresses, Cotton-Jersey, Polka Dot, Smart Casual, Summer, mini, midi, Short Sleeve, Crew Neck, A-Line, True Red, Navy, Black",41
3548,8673,Azalea Dress,Self-Portrait,black,"dresses, Lace, Floral, Formal, Summer, midi, Spaghetti Straps, Sweetheart, V-Necks, A-Line, Navy",41
3549,8658,Hayo One-Shoulder Cropped Top,Isabel Marant,black,"dresses, Cotton-Jersey, Seasonal, Monochrome, Black",45
3550,8655,Aya Knit Backless Dress,Nanushka,black,"dresses, Vinyl-PVC-Synthetics, Loose, Summer, midi, Spaghetti Straps, V-Necks, Monochrome, Black",36
